Pos.,No.,Driver,Team,Laps,Time / Retired,Pts.,Year,Country,Race Date,Race Link
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,69.0,2:06:54.430,26.0,2024,Flag of BrazilBrazil,03 Nov,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
2,31,Esteban OconOCO,Alpine Renault,69.0,+19.477s,18.0,2024,Flag of BrazilBrazil,03 Nov,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
3,10,Pierre GaslyGAS,Alpine Renault,69.0,+22.532s,15.0,2024,Flag of BrazilBrazil,03 Nov,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
4,63,George RussellRUS,Mercedes,69.0,+23.265s,12.0,2024,Flag of BrazilBrazil,03 Nov,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
5,16,Charles LeclercLEC,Ferrari,69.0,+30.177s,10.0,2024,Flag of BrazilBrazil,03 Nov,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
6,4,Lando NorrisNOR,McLaren Mercedes,69.0,+31.372s,8.0,2024,Flag of BrazilBrazil,03 Nov,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
7,22,Yuki TsunodaTSU,RB Honda RBPT,69.0,+42.056s,6.0,2024,Flag of BrazilBrazil,03 Nov,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
8,81,Oscar PiastriPIA,McLaren Mercedes,69.0,+44.943s,4.0,2024,Flag of BrazilBrazil,03 Nov,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
9,30,Liam LawsonLAW,RB Honda RBPT,69.0,+50.452s,2.0,2024,Flag of BrazilBrazil,03 Nov,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
10,44,Lewis HamiltonHAM,Mercedes,69.0,+50.753s,1.0,2024,Flag of BrazilBrazil,03 Nov,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
11,11,Sergio PerezPER,Red Bull Racing Honda RBPT,69.0,+51.531s,0.0,2024,Flag of BrazilBrazil,03 Nov,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
12,50,Oliver BearmanBEA,Haas Ferrari,69.0,+57.085s,0.0,2024,Flag of BrazilBrazil,03 Nov,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
13,77,Valtteri BottasBOT,Kick Sauber Ferrari,69.0,+63.588s,0.0,2024,Flag of BrazilBrazil,03 Nov,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
14,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,69.0,+78.049s,0.0,2024,Flag of BrazilBrazil,03 Nov,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
15,24,Zhou GuanyuZHO,Kick Sauber Ferrari,69.0,+79.649s,0.0,2024,Flag of BrazilBrazil,03 Nov,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
NC,55,Carlos SainzSAI,Ferrari,38.0,DNF,0.0,2024,Flag of BrazilBrazil,03 Nov,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
NC,43,Franco ColapintoCOL,Williams Mercedes,30.0,DNF,0.0,2024,Flag of BrazilBrazil,03 Nov,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
NC,23,Alexander AlbonALB,Williams Mercedes,0.0,DNS,0.0,2024,Flag of BrazilBrazil,03 Nov,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
NC,18,Lance StrollSTR,Aston Martin Aramco Mercedes,0.0,DNS,0.0,2024,Flag of BrazilBrazil,03 Nov,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
DQ,27,Nico HulkenbergHUL,Haas Ferrari,,DSQ,0.0,2024,Flag of BrazilBrazil,03 Nov,https://www.formula1.com/en/results/2024/races/1249/brazil/race-result
1,63,George RussellRUS,Mercedes,50.0,1:22:05.969,25.0,2024,Flag of United States of AmericaLas Vegas,23 Nov,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
2,44,Lewis HamiltonHAM,Mercedes,50.0,+7.313s,18.0,2024,Flag of United States of AmericaLas Vegas,23 Nov,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
3,55,Carlos SainzSAI,Ferrari,50.0,+11.906s,15.0,2024,Flag of United States of AmericaLas Vegas,23 Nov,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
4,16,Charles LeclercLEC,Ferrari,50.0,+14.283s,12.0,2024,Flag of United States of AmericaLas Vegas,23 Nov,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
5,1,Max VerstappenVER,Red Bull Racing Honda RBPT,50.0,+16.582s,10.0,2024,Flag of United States of AmericaLas Vegas,23 Nov,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
6,4,Lando NorrisNOR,McLaren Mercedes,50.0,+43.385s,9.0,2024,Flag of United States of AmericaLas Vegas,23 Nov,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
7,81,Oscar PiastriPIA,McLaren Mercedes,50.0,+51.365s,6.0,2024,Flag of United States of AmericaLas Vegas,23 Nov,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
8,27,Nico HulkenbergHUL,Haas Ferrari,50.0,+59.808s,4.0,2024,Flag of United States of AmericaLas Vegas,23 Nov,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
9,22,Yuki TsunodaTSU,RB Honda RBPT,50.0,+62.808s,2.0,2024,Flag of United States of AmericaLas Vegas,23 Nov,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
10,11,Sergio PerezPER,Red Bull Racing Honda RBPT,50.0,+63.114s,1.0,2024,Flag of United States of AmericaLas Vegas,23 Nov,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
11,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,50.0,+69.195s,0.0,2024,Flag of United States of AmericaLas Vegas,23 Nov,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
12,20,Kevin MagnussenMAG,Haas Ferrari,50.0,+69.803s,0.0,2024,Flag of United States of AmericaLas Vegas,23 Nov,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
13,24,Zhou GuanyuZHO,Kick Sauber Ferrari,50.0,+74.085s,0.0,2024,Flag of United States of AmericaLas Vegas,23 Nov,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
14,43,Franco ColapintoCOL,Williams Mercedes,50.0,+75.172s,0.0,2024,Flag of United States of AmericaLas Vegas,23 Nov,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
15,18,Lance StrollSTR,Aston Martin Aramco Mercedes,50.0,+84.102s,0.0,2024,Flag of United States of AmericaLas Vegas,23 Nov,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
16,30,Liam LawsonLAW,RB Honda RBPT,50.0,+91.005s,0.0,2024,Flag of United States of AmericaLas Vegas,23 Nov,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
17,31,Esteban OconOCO,Alpine Renault,49.0,+1 lap,0.0,2024,Flag of United States of AmericaLas Vegas,23 Nov,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
18,77,Valtteri BottasBOT,Kick Sauber Ferrari,49.0,+1 lap,0.0,2024,Flag of United States of AmericaLas Vegas,23 Nov,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
NC,23,Alexander AlbonALB,Williams Mercedes,25.0,DNF,0.0,2024,Flag of United States of AmericaLas Vegas,23 Nov,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
NC,10,Pierre GaslyGAS,Alpine Renault,15.0,DNF,0.0,2024,Flag of United States of AmericaLas Vegas,23 Nov,https://www.formula1.com/en/results/2024/races/1250/las-vegas/race-result
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,57.0,1:31:05.323,25.0,2024,Flag of QatarQatar,01 Dec,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
2,16,Charles LeclercLEC,Ferrari,57.0,+6.031s,18.0,2024,Flag of QatarQatar,01 Dec,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
3,81,Oscar PiastriPIA,McLaren Mercedes,57.0,+6.819s,15.0,2024,Flag of QatarQatar,01 Dec,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
4,63,George RussellRUS,Mercedes,57.0,+14.104s,12.0,2024,Flag of QatarQatar,01 Dec,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
5,10,Pierre GaslyGAS,Alpine Renault,57.0,+16.782s,10.0,2024,Flag of QatarQatar,01 Dec,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
6,55,Carlos SainzSAI,Ferrari,57.0,+17.476s,8.0,2024,Flag of QatarQatar,01 Dec,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
7,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,57.0,+19.867s,6.0,2024,Flag of QatarQatar,01 Dec,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
8,24,Zhou GuanyuZHO,Kick Sauber Ferrari,57.0,+25.360s,4.0,2024,Flag of QatarQatar,01 Dec,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
9,20,Kevin MagnussenMAG,Haas Ferrari,57.0,+32.177s,2.0,2024,Flag of QatarQatar,01 Dec,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
10,4,Lando NorrisNOR,McLaren Mercedes,57.0,+35.762s,2.0,2024,Flag of QatarQatar,01 Dec,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
11,77,Valtteri BottasBOT,Kick Sauber Ferrari,57.0,+50.243s,0.0,2024,Flag of QatarQatar,01 Dec,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
12,44,Lewis HamiltonHAM,Mercedes,57.0,+56.122s,0.0,2024,Flag of QatarQatar,01 Dec,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
13,22,Yuki TsunodaTSU,RB Honda RBPT,57.0,+61.100s,0.0,2024,Flag of QatarQatar,01 Dec,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
14,30,Liam LawsonLAW,RB Honda RBPT,57.0,+62.656s,0.0,2024,Flag of QatarQatar,01 Dec,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
15,23,Alexander AlbonALB,Williams Mercedes,56.0,+1 lap,0.0,2024,Flag of QatarQatar,01 Dec,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
NC,27,Nico HulkenbergHUL,Haas Ferrari,39.0,DNF,0.0,2024,Flag of QatarQatar,01 Dec,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
NC,11,Sergio PerezPER,Red Bull Racing Honda RBPT,38.0,DNF,0.0,2024,Flag of QatarQatar,01 Dec,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
NC,18,Lance StrollSTR,Aston Martin Aramco Mercedes,8.0,DNF,0.0,2024,Flag of QatarQatar,01 Dec,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
NC,43,Franco ColapintoCOL,Williams Mercedes,0.0,DNF,0.0,2024,Flag of QatarQatar,01 Dec,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
NC,31,Esteban OconOCO,Alpine Renault,0.0,DNF,0.0,2024,Flag of QatarQatar,01 Dec,https://www.formula1.com/en/results/2024/races/1251/qatar/race-result
1,4,Lando NorrisNOR,McLaren Mercedes,58.0,1:26:33.291,25.0,2024,Flag of United Arab EmiratesAbu Dhabi,08 Dec,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
2,55,Carlos SainzSAI,Ferrari,58.0,+5.832s,18.0,2024,Flag of United Arab EmiratesAbu Dhabi,08 Dec,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
3,16,Charles LeclercLEC,Ferrari,58.0,+31.928s,15.0,2024,Flag of United Arab EmiratesAbu Dhabi,08 Dec,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
4,44,Lewis HamiltonHAM,Mercedes,58.0,+36.483s,12.0,2024,Flag of United Arab EmiratesAbu Dhabi,08 Dec,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
5,63,George RussellRUS,Mercedes,58.0,+37.538s,10.0,2024,Flag of United Arab EmiratesAbu Dhabi,08 Dec,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
6,1,Max VerstappenVER,Red Bull Racing Honda RBPT,58.0,+49.847s,8.0,2024,Flag of United Arab EmiratesAbu Dhabi,08 Dec,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
7,10,Pierre GaslyGAS,Alpine Renault,58.0,+72.560s,6.0,2024,Flag of United Arab EmiratesAbu Dhabi,08 Dec,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
8,27,Nico HulkenbergHUL,Haas Ferrari,58.0,+75.554s,4.0,2024,Flag of United Arab EmiratesAbu Dhabi,08 Dec,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
9,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,58.0,+82.373s,2.0,2024,Flag of United Arab EmiratesAbu Dhabi,08 Dec,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
10,81,Oscar PiastriPIA,McLaren Mercedes,58.0,+83.821s,1.0,2024,Flag of United Arab EmiratesAbu Dhabi,08 Dec,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
11,23,Alexander AlbonALB,Williams Mercedes,57.0,+1 lap,0.0,2024,Flag of United Arab EmiratesAbu Dhabi,08 Dec,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
12,22,Yuki TsunodaTSU,RB Honda RBPT,57.0,+1 lap,0.0,2024,Flag of United Arab EmiratesAbu Dhabi,08 Dec,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
13,24,Zhou GuanyuZHO,Kick Sauber Ferrari,57.0,+1 lap,0.0,2024,Flag of United Arab EmiratesAbu Dhabi,08 Dec,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
14,18,Lance StrollSTR,Aston Martin Aramco Mercedes,57.0,+1 lap,0.0,2024,Flag of United Arab EmiratesAbu Dhabi,08 Dec,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
15,61,Jack DoohanDOO,Alpine Renault,57.0,+1 lap,0.0,2024,Flag of United Arab EmiratesAbu Dhabi,08 Dec,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
16,20,Kevin MagnussenMAG,Haas Ferrari,57.0,+1 lap,0.0,2024,Flag of United Arab EmiratesAbu Dhabi,08 Dec,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
17,30,Liam LawsonLAW,RB Honda RBPT,55.0,DNF,0.0,2024,Flag of United Arab EmiratesAbu Dhabi,08 Dec,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
NC,77,Valtteri BottasBOT,Kick Sauber Ferrari,30.0,DNF,0.0,2024,Flag of United Arab EmiratesAbu Dhabi,08 Dec,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
NC,43,Franco ColapintoCOL,Williams Mercedes,26.0,DNF,0.0,2024,Flag of United Arab EmiratesAbu Dhabi,08 Dec,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
NC,11,Sergio PerezPER,Red Bull Racing Honda RBPT,0.0,DNF,0.0,2024,Flag of United Arab EmiratesAbu Dhabi,08 Dec,https://www.formula1.com/en/results/2024/races/1252/abu-dhabi/race-result
1,4,Lando NorrisNOR,McLaren,57.0,1:42:06.304,25.0,2025,Flag of AustraliaAustralia,16 Mar,https://www.formula1.com/en/results/2025/races/1254/australia/race-result
2,1,Max VerstappenVER,Red Bull Racing,57.0,+0.895s,18.0,2025,Flag of AustraliaAustralia,16 Mar,https://www.formula1.com/en/results/2025/races/1254/australia/race-result
3,63,George RussellRUS,Mercedes,57.0,+8.481s,15.0,2025,Flag of AustraliaAustralia,16 Mar,https://www.formula1.com/en/results/2025/races/1254/australia/race-result
4,12,Kimi AntonelliANT,Mercedes,57.0,+10.135s,12.0,2025,Flag of AustraliaAustralia,16 Mar,https://www.formula1.com/en/results/2025/races/1254/australia/race-result
5,23,Alexander AlbonALB,Williams,57.0,+12.773s,10.0,2025,Flag of AustraliaAustralia,16 Mar,https://www.formula1.com/en/results/2025/races/1254/australia/race-result
6,18,Lance StrollSTR,Aston Martin,57.0,+17.413s,8.0,2025,Flag of AustraliaAustralia,16 Mar,https://www.formula1.com/en/results/2025/races/1254/australia/race-result
7,27,Nico HulkenbergHUL,Kick Sauber,57.0,+18.423s,6.0,2025,Flag of AustraliaAustralia,16 Mar,https://www.formula1.com/en/results/2025/races/1254/australia/race-result
8,16,Charles LeclercLEC,Ferrari,57.0,+19.826s,4.0,2025,Flag of AustraliaAustralia,16 Mar,https://www.formula1.com/en/results/2025/races/1254/australia/race-result
9,81,Oscar PiastriPIA,McLaren,57.0,+20.448s,2.0,2025,Flag of AustraliaAustralia,16 Mar,https://www.formula1.com/en/results/2025/races/1254/australia/race-result
10,44,Lewis HamiltonHAM,Ferrari,57.0,+22.473s,1.0,2025,Flag of AustraliaAustralia,16 Mar,https://www.formula1.com/en/results/2025/races/1254/australia/race-result
11,10,Pierre GaslyGAS,Alpine,57.0,+26.502s,0.0,2025,Flag of AustraliaAustralia,16 Mar,https://www.formula1.com/en/results/2025/races/1254/australia/race-result
12,22,Yuki TsunodaTSU,Racing Bulls,57.0,+29.884s,0.0,2025,Flag of AustraliaAustralia,16 Mar,https://www.formula1.com/en/results/2025/races/1254/australia/race-result
13,31,Esteban OconOCO,Haas F1 Team,57.0,+33.161s,0.0,2025,Flag of AustraliaAustralia,16 Mar,https://www.formula1.com/en/results/2025/races/1254/australia/race-result
14,87,Oliver BearmanBEA,Haas F1 Team,57.0,+40.351s,0.0,2025,Flag of AustraliaAustralia,16 Mar,https://www.formula1.com/en/results/2025/races/1254/australia/race-result
NC,30,Liam LawsonLAW,Red Bull Racing,46.0,DNF,0.0,2025,Flag of AustraliaAustralia,16 Mar,https://www.formula1.com/en/results/2025/races/1254/australia/race-result
NC,5,Gabriel BortoletoBOR,Kick Sauber,45.0,DNF,0.0,2025,Flag of AustraliaAustralia,16 Mar,https://www.formula1.com/en/results/2025/races/1254/australia/race-result
NC,14,Fernando AlonsoALO,Aston Martin,32.0,DNF,0.0,2025,Flag of AustraliaAustralia,16 Mar,https://www.formula1.com/en/results/2025/races/1254/australia/race-result
NC,55,Carlos SainzSAI,Williams,0.0,DNF,0.0,2025,Flag of AustraliaAustralia,16 Mar,https://www.formula1.com/en/results/2025/races/1254/australia/race-result
NC,7,Jack DoohanDOO,Alpine,0.0,DNF,0.0,2025,Flag of AustraliaAustralia,16 Mar,https://www.formula1.com/en/results/2025/races/1254/australia/race-result
NC,6,Isack HadjarHAD,Racing Bulls,0.0,DNS,0.0,2025,Flag of AustraliaAustralia,16 Mar,https://www.formula1.com/en/results/2025/races/1254/australia/race-result
1,81,Oscar PiastriPIA,McLaren,56.0,1:30:55.026,25.0,2025,Flag of People’s Republic of ChinaChina,23 Mar,https://www.formula1.com/en/results/2025/races/1255/china/race-result
2,4,Lando NorrisNOR,McLaren,56.0,+9.748s,18.0,2025,Flag of People’s Republic of ChinaChina,23 Mar,https://www.formula1.com/en/results/2025/races/1255/china/race-result
3,63,George RussellRUS,Mercedes,56.0,+11.097s,15.0,2025,Flag of People’s Republic of ChinaChina,23 Mar,https://www.formula1.com/en/results/2025/races/1255/china/race-result
4,1,Max VerstappenVER,Red Bull Racing,56.0,+16.656s,12.0,2025,Flag of People’s Republic of ChinaChina,23 Mar,https://www.formula1.com/en/results/2025/races/1255/china/race-result
5,31,Esteban OconOCO,Haas F1 Team,56.0,+49.969s,10.0,2025,Flag of People’s Republic of ChinaChina,23 Mar,https://www.formula1.com/en/results/2025/races/1255/china/race-result
6,12,Kimi AntonelliANT,Mercedes,56.0,+53.748s,8.0,2025,Flag of People’s Republic of ChinaChina,23 Mar,https://www.formula1.com/en/results/2025/races/1255/china/race-result
7,23,Alexander AlbonALB,Williams,56.0,+56.321s,6.0,2025,Flag of People’s Republic of ChinaChina,23 Mar,https://www.formula1.com/en/results/2025/races/1255/china/race-result
8,87,Oliver BearmanBEA,Haas F1 Team,56.0,+61.303s,4.0,2025,Flag of People’s Republic of ChinaChina,23 Mar,https://www.formula1.com/en/results/2025/races/1255/china/race-result
9,18,Lance StrollSTR,Aston Martin,56.0,+70.204s,2.0,2025,Flag of People’s Republic of ChinaChina,23 Mar,https://www.formula1.com/en/results/2025/races/1255/china/race-result
10,55,Carlos SainzSAI,Williams,56.0,+76.387s,1.0,2025,Flag of People’s Republic of ChinaChina,23 Mar,https://www.formula1.com/en/results/2025/races/1255/china/race-result
11,6,Isack HadjarHAD,Racing Bulls,56.0,+78.875s,0.0,2025,Flag of People’s Republic of ChinaChina,23 Mar,https://www.formula1.com/en/results/2025/races/1255/china/race-result
12,30,Liam LawsonLAW,Red Bull Racing,56.0,+81.147s,0.0,2025,Flag of People’s Republic of ChinaChina,23 Mar,https://www.formula1.com/en/results/2025/races/1255/china/race-result
13,7,Jack DoohanDOO,Alpine,56.0,+88.401s,0.0,2025,Flag of People’s Republic of ChinaChina,23 Mar,https://www.formula1.com/en/results/2025/races/1255/china/race-result
14,5,Gabriel BortoletoBOR,Kick Sauber,55.0,+1 lap,0.0,2025,Flag of People’s Republic of ChinaChina,23 Mar,https://www.formula1.com/en/results/2025/races/1255/china/race-result
